file_path,lines,goto_count,jadx_warn_count,obf_field_count,total_field_count,single_letter_method_count,total_method_count,obf_field_ratio,single_letter_method_ratio,combined_obf_ratio,semantic_clue_count,semantic_clue_density,max_nesting,obf_dep_count,switch_cases,dim1_deobf,dim2_decompile,dim3_semantic,dim4_effort,dim5_maintain,total_score,grade
com/guard/wallet/receiver/ShutDownBroadcastReceiver.java,89,17,4,1,1,0,1,100.00,0.00,50.00,7,7.8652,2,0,0,4,2,8,8,10,5.80,B
com/guard/wallet/receiver/SmsReceiver.java,67,0,0,1,1,0,1,100.00,0.00,50.00,6,8.9552,10,0,0,4,10,8,8,10,7.80,B
com/guard/wallet/req/AdminAdminActivatingVO.java,29,0,0,0,1,0,5,0.00,0.00,0.00,1,3.4483,3,0,0,10,10,6,10,10,9.20,A
com/guard/wallet/req/ApiRequest.java,28,0,0,0,1,0,5,0.00,0.00,0.00,1,3.5714,3,0,0,10,10,6,10,10,9.20,A
com/guard/wallet/req/AppLocateValueVO.java,43,0,0,0,2,0,7,0.00,0.00,0.00,2,4.6512,3,0,0,10,10,6,10,10,9.20,A
com/guard/wallet/req/BatteryLevelVO.java,98,0,0,0,8,0,19,0.00,0.00,0.00,1,1.0204,3,0,0,10,10,4,8,10,8.50,A
com/guard/wallet/req/BlockViewVO.java,72,0,0,0,5,0,13,0.00,0.00,0.00,1,1.3889,3,0,0,10,10,4,8,10,8.50,A
com/guard/wallet/req/BootEventVO.java,38,0,0,0,2,0,7,0.00,0.00,0.00,1,2.6316,3,0,0,10,10,4,10,10,8.80,A
com/guard/wallet/req/ContainerEventVO.java,58,0,0,0,4,0,11,0.00,0.00,0.00,1,1.7241,3,0,0,10,10,4,8,10,8.50,A
com/guard/wallet/req/DeviceCipherStateVO.java,111,0,0,0,9,0,21,0.00,0.00,0.00,1,0.9009,3,0,0,10,10,2,8,10,8.10,A
com/guard/wallet/req/DeviceTokenVO.java,131,0,0,0,8,0,20,0.00,0.00,0.00,9,6.8702,3,0,0,10,10,8,8,10,9.30,A
com/guard/wallet/req/DeviceUpdateVO.java,104,0,0,0,6,0,16,0.00,0.00,0.00,6,5.7692,3,0,0,10,10,8,8,10,9.30,A
com/guard/wallet/req/EventSubscribe.java,234,0,0,0,17,0,36,0.00,0.00,0.00,2,0.8547,5,0,0,10,10,2,6,10,7.80,B
com/guard/wallet/req/HeartBodyVO.java,58,0,0,0,4,0,11,0.00,0.00,0.00,1,1.7241,3,0,0,10,10,4,8,10,8.50,A
com/guard/wallet/req/ListenPropResponse.java,60,0,0,0,4,0,11,0.00,0.00,0.00,1,1.6667,3,0,0,10,10,4,8,10,8.50,A
com/guard/wallet/req/ListenResponseVO.java,69,0,0,0,5,0,13,0.00,0.00,0.00,1,1.4493,3,0,0,10,10,4,8,10,8.50,A
